genome_id,superkingdom,phylum,class,order,family,genus,species
GB_GCA_002725355.1,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,MedAcidi-G1,MedAcidi-G1,MedAcidi-G1 sp002294285
GB_GCA_011049095.1,Bacteria,Marinisomatota,AB16,AB16,46-47,DSDE01,DSDE01 sp011049095
GB_GCA_011390805.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,JAABRT01,JAABRT01 sp011390805
RS_GCF_011753055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp011753055
RS_GCF_000381905.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A fonticola
RS_GCF_005116675.2,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfopila,Desulfopila sp005116675
RS_GCF_008386235.1,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Thermosynechococcaceae,Thermosynechococcus,Thermosynechococcus sp008386235
RS_GCF_000759955.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A marinus_G
GB_GCA_002305575.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1417,UBA1417 sp002305575
GB_GCA_005889025.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Casimicrobiaceae,PALSA-1003,PALSA-1003 sp005889025
GB_GCA_001310555.1,Bacteria,Firmicutes,Bacilli,Bacillales_H,Bacillaceae_D,JCM-19058,JCM-19058 sp001310555
GB_GCA_012521615.1,Bacteria,Firmicutes_A,Clostridia,Acetivibrionales,DSM-8532,DTU059,DTU059 sp012521615
GB_GCA_003153555.1,Bacteria,Cyanobacteria,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,PALSA-1081,PALSA-1081 sp003153555
RS_GCF_002233675.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_O,Paenibacillus_O herberti
RS_GCF_014282005.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina,Sporosarcina sp014282005
GB_GCA_003216635.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003216635
GB_GCA_005893165.1,Bacteria,Eisenbacteria,RBG-16-71-46,SZUA-252,SZUA-252,WS-7,WS-7 sp005893165
RS_GCF_002902925.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia terrae
GB_GCA_900314375.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,UBA2813,UBA2813 sp900314375
GB_GCA_002718595.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,GCA-2718595,GCA-2718595 sp002718595
GB_GCA_012521815.1,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5704,UBA5704,JAAYLR01,JAAYLR01 sp012521815
RS_GCF_002026015.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp002026015
RS_GCF_003614925.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Arthrobacter_G,Arthrobacter_G sp003614925
RS_GCF_001447355.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus tengchongensis
RS_GCF_003628145.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,Trinickia sp003628145
RS_GCF_000733415.1,Bacteria,Cyanobacteria,Cyanobacteriia,Elainellales,Elainellaceae,Elainella,Elainella sp000733415
GB_GCA_014377445.1,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,Oligoflexus sp014377445
RS_GCF_006715165.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp006715165
GB_GCA_010029825.1,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,RGVZ01,RGVZ01,RGVZ01 sp010029825
GB_GCA_012840535.1,Bacteria,Firmicutes_A,Clostridia,Acetivibrionales,DUMB01,DULF01,DULF01 sp012840535
GB_GCA_012837735.1,Bacteria,Firmicutes_E,UBA3569,UBA3575,DUQP01,DUQP01,DUQP01 sp012837735
RS_GCF_003994475.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,Paenibacillus_A anaericanus
GB_GCA_003251175.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,SZUA-544,SZUA-544 sp003251175
RS_GCF_900142905.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp900142905
GB_GCA_900545585.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900545585
GB_GCA_004298915.1,Bacteria,Chloroflexota,Ellin6529,CSP1-4,CSP1-4,UBA5189,UBA5189 sp004298915
GB_GCA_001698425.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Kamptonema,Kamptonema sp001698425
GB_GCA_002841975.1,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,Cloacimonetes-1,Cloacimonetes-1 sp002841975
RS_GCF_000013645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia xenovorans
GB_GCA_002418265.1,Bacteria,Actinobacteriota,Acidimicrobiia,UBA5794,UBA5794,UBA5794,UBA5794 sp002418265
RS_GCF_900142285.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Caminicellaceae,Caminicella,Caminicella sporogenes
GB_GCA_002383285.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,UBA4045,UBA4045 sp002383285
GB_GCA_003645825.1,Bacteria,Marinisomatota,UBA2242,UBA2242,B5-G15,B5-G15,B5-G15 sp003645825
RS_GCF_003208335.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp003208335
RS_GCF_001420695.1,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus choshinensis
RS_GCF_013141725.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_E,Paenibacillus_E sp013141725
RS_GCF_000702485.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_H,Alicyclobacillus_H macrosporangiidus_B
GB_GCA_000634515.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000634515
GB_GCA_000252485.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Prochloraceae,Prochloron,Prochloron didemni
GB_GCA_002435915.1,Bacteria,Firmicutes_A,Clostridia_A,Christensenellales,UBA6094,UBA6094,UBA6094 sp002435915
RS_GCF_000010065.1,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus elongatus
RS_GCF_012726235.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp012726235
GB_GCA_013215145.1,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Pseudobacteriovorax,Pseudobacteriovorax sp013215145
GB_GCA_014656475.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas sp014656475
RS_GCF_900104555.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_L,Litchfieldia,Litchfieldia salsa
RS_GCF_004340785.1,Bacteria,Firmicutes,Alicyclobacillia,Tumebacillales,Tumebacillaceae,Tumebacillus_A,Tumebacillus_A sp004340785
RS_GCF_900116805.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_H,Alicyclobacillus_H macrosporangiidus
GB_GCA_002841545.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA2658,UBA2658 sp002841545
RS_GCF_003752465.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcus jenensis
RS_GCF_007845645.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Leekyejoonella,Leekyejoonella antrihumi
RS_GCF_000684975.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia acidipaludis
RS_GCF_000586555.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina,Sporosarcina sp000586555
RS_GCF_000381045.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus scotoductus
RS_GCF_007988785.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcus baldri_A
GB_GCA_003130835.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,NAK19,NAK19 sp003130835
GB_GCA_002687115.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp002687115
RS_GCF_001683935.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia sp001683935
GB_GCA_000635495.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495
GB_GCA_902590355.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902590355
RS_GCF_001942495.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Moorea,Moorea bouillonii
GB_GCA_900546685.1,Bacteria,Firmicutes_A,Clostridia_A,Christensenellales,QAND01,UMGS1975,UMGS1975 sp900546685
RS_GCF_000526515.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Actinotalea,Actinotalea sp000526515
RS_GCF_001557535.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia sp001557535
RS_GCF_001682855.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp001682855
RS_GCF_003063505.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnohabitans_A,Limnohabitans_A sp003063505
RS_GCF_003952225.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_Z,Paenibacillus_Z albus
GB_GCA_003281225.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003281225
RS_GCF_902833055.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia territorii
RS_GCF_001611555.1,Bacteria,Firmicutes_C,Negativicutes,Sporomusales,Acetonemaceae,Anaerosporomusa,Anaerosporomusa subterranea
RS_GCF_005222705.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_C,Paenibacillus_C sp005222705
GB_GCA_903906315.1,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAIVJW01,CAIVJW01 sp903906315
RS_GCF_002025975.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp002025975
GB_GCA_001314905.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Phormidium_A,Phormidium_A sp001314905
RS_GCF_002005145.1,Bacteria,Firmicutes_B,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum,Desulfotomaculum ferrireducens
RS_GCF_012275575.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp012275575
GB_GCA_002452295.1,Bacteria,Firmicutes_G,SHA-98,UBA4971,UBA4971,UBA6256,UBA6256 sp002452295
GB_GCA_903864505.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax,Rhodoferax sp903864505
RS_GCF_000411255.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_F,Paenibacillus_F sp000411255
RS_GCF_000063505.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp000063505
RS_GCF_003626695.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_AB,Paenibacillus_AB ginsengarvi
RS_GCF_000972705.2,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Lyngbya,Lyngbya robusta
RS_GCF_002914585.1,Bacteria,Cyanobacteria,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp002914585
RS_GCF_000373145.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus oshimai
GB_GCA_001184395.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia calva
GB_GCA_002103105.1,Bacteria,Cyanobacteria,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,Zag111,Zag111 sp002103105
GB_GCA_012964845.1,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,D37C17,D37C17,D37C17 sp012964845
RS_GCF_001883705.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia catarinensis
RS_GCF_000315425.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia timonae
GB_GCA_005888865.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Casimicrobiaceae,PALSA-1003,PALSA-1003 sp005888865
RS_GCF_003268635.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp003268635
RS_GCF_001636975.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia kirstenboschensis
GB_GCA_003644575.1,Bacteria,Marinisomatota,AB16,AB16,46-47,46-47,46-47 sp003644575
RS_GCF_005222695.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp005222695
RS_GCF_004197395.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp004197395
RS_GCF_902833645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia fungorum
RS_GCF_000734895.2,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Calothrix,Calothrix sp000734895
GB_GCA_003158885.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,EnvOPS12,Fen-1038,Fen-1038 sp003158885
GB_GCA_012798185.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA4823,JAAZNS01,JAAZNS01 sp012798185
GB_GCA_003278895.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003278895
RS_GCF_001412595.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp001412595
RS_GCF_001870905.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae_A,PCC-9228,PCC-9228 sp001870905
RS_GCF_900609045.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina,Sporosarcina tadaridae
GB_GCA_003210155.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003210155
GB_GCA_010672585.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Okeania,Okeania sp010672585
GB_GCA_014379075.1,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,OLB17,OLB17 sp014379075
RS_GCF_000346485.2,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix_A,Tolypothrix_A hofmannii
RS_GCF_003719335.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus amylolyticus_D
GB_GCA_012032525.1,Bacteria,Cyanobacteria,Cyanobacteriia,Elainellales,Elainellaceae,JAAUSV01,JAAUSV01 sp012032525
RS_GCF_013387165.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Lentibacillus,Lentibacillus panjinensis
RS_GCF_011839805.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Kineococcaceae,Kineococcus,Kineococcus rubinsiae
RS_GCF_012955605.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,Caldibacillaceae_A,L13,L13 sp012955605
RS_GCF_002901445.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus koreensis
RS_GCF_001544795.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia temeraria
RS_GCF_902859805.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sediminicola
RS_GCF_003710905.1,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus parabrevis
RS_GCF_900188115.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Haloechinothrix,Haloechinothrix alba
RS_GCF_900007165.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia piptadeniae
GB_GCA_014534385.1,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,JACVSF01,JACVSF01 sp014534385
RS_GCF_002205895.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus sp002205895
RS_GCF_900637055.1,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,Brevibacillus brevis
RS_GCF_000025965.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Aromatoleum,Aromatoleum aromaticum
GB_GCA_002691345.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_E,Synechococcus_E sp002691345
RS_GCF_014212015.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,Cohnella lubricantis
GB_GCA_902536455.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902536455
RS_GCF_002968835.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp002968835
RS_GCF_001563475.1,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Sporosarcina,Sporosarcina sp001563475
GB_GCA_009993045.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriaceae,Geminocystis,Geminocystis sp009993045
RS_GCF_000230675.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp000230675
RS_GCF_001545035.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia glebae
RS_GCF_004766055.1,Bacteria,Firmicutes_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus sp004766055
RS_GCF_009911795.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp009911795
RS_GCF_000760215.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp000760215
GB_GCA_900299195.1,Bacteria,Bdellovibrionota,FAC87,UBA2466,UBA2466,UBA2466,UBA2466 sp900299195
GB_GCA_009785335.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,WRMQ01,WRMQ01 sp009785335
GB_GCA_012719545.1,Bacteria,Firmicutes_A,Clostridia,Acetivibrionales,DSM-8532,DTU059,DTU059 sp012719545
RS_GCF_014279975.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp014279975
GB_GCA_002359565.1,Bacteria,Bdellovibrionota,FAC87,UBA2466,UBA2466,UBA2466,UBA2466 sp002342225
GB_GCA_003994795.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cylindrospermum,Cylindrospermum sp003994795
GB_GCA_002049795.1,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,Desulfobacca_B,Desulfobacca_B sp002049795
GB_GCA_903970145.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,CAJCHO01,CAJCHO01 sp903970145
RS_GCF_003287275.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus taichungensis_A
RS_GCF_900168025.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Filifactoraceae,Acetoanaerobium,Acetoanaerobium noterae
RS_GCF_006716745.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinosynnema,Actinosynnema saharense
GB_GCA_002418965.1,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA4068,UBA5757,UBA5757 sp002418965
GB_GCA_013813715.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,UBA4720,UBA4720 sp013813715
GB_GCA_011046605.1,Bacteria,Zixibacteria,MSB-5A5,DSPP01,DSPP01,DSPP01,DSPP01 sp011046605
RS_GCF_001522585.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp001522585
GB_GCA_002724575.1,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,UBA1138,UBA1138 sp002724575
GB_GCA_011176615.1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,G519,G519 sp011176615
RS_GCF_001931675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea thiooxydans
GB_GCA_003448685.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Rippkaea,Rippkaea sp003448685
GB_GCA_014379585.1,Bacteria,Cyanobacteria,Cyanobacteriia,Gloeobacterales,Gloeobacteraceae,JACMLN01,JACMLN01 sp014379585
RS_GCF_000145275.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_K,Clostridium_K cellulovorans
RS_GCF_001516615.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Acidibacillaceae,Acidibacillus,Acidibacillus ferrooxidans_B
RS_GCF_004795855.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga sp004795855
GB_GCA_003217005.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902595095
GB_GCA_903896545.1,Bacteria,Myxococcota,UBA9042,UBA9042,UBA9042,CAIYBN01,CAIYBN01 sp903896545
RS_GCF_900996225.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp900996225
RS_GCF_001180325.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A marinus_R
RS_GCF_000472905.1,Bacteria,Firmicutes,Alicyclobacillia,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus_A,Alicyclobacillus_A pomorum
GB_GCA_003214355.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003214355
GB_GCA_011331985.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Oscillatoriaceae,DSPX01,DSPX01 sp011331985
GB_GCA_005885325.1,Bacteria,Actinobacteriota,UBA4738,UBA4738,HRBIN12,AC-69,AC-69 sp005885325
GB_GCA_003210555.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003210555
RS_GCF_000934605.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea vervacti
RS_GCF_000508885.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,Flavonifractor sp000508885
GB_GCA_001657325.1,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,Geitlerinema,Geitlerinema sp001657325
GB_GCA_005880605.1,Bacteria,Dormibacterota,Dormibacteria,CF-121,CF-121,CF-13,CF-13 sp005880605
GB_GCA_902535185.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp902535185
RS_GCF_000317045.1,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-7407,PCC-7407,PCC-7407,PCC-7407 sp000317045
GB_GCA_003719395.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces altiplanensis
RS_GCF_003054245.1,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Melghirimyces,Melghirimyces profundicolus
RS_GCF_003386865.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Yimella,Yimella indica
RS_GCF_001544475.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia humi
GB_GCA_013127575.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ramlibacter,Ramlibacter sp013127575
RS_GCF_013003915.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Massilia,Massilia sp013003915
RS_GCF_000794385.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,Thermus sp000794385
